coordinates,publication,filename,authorName,archiveType,variableType,description,interpretation/variable,interpretation/variableDetail,inferredVariable,inferredVarUnits,rank
"[-71.8167, -45.5167, 725]",PAGES2kv2,SAm-LagunaEscondida.Elbert.2013.lpd,Roberto Urrutia,lake sediment,inferred,surface temperature anomaly Sep-Feb,NA,Air Surface,Temperature,degC,1
"[-71.8167, -45.5167, 725]",PAGES2kv2,SAm-LagunaEscondida.Elbert.2013.lpd,Daniela Fischer,lake sediment,inferred,surface temperature anomaly Sep-Feb,NA,Air Surface,Temperature,degC,1
"[-71.8167, -45.5167, 725]",PAGES2kv2,SAm-LagunaEscondida.Elbert.2013.lpd,Marian Fujak,lake sediment,inferred,surface temperature anomaly Sep-Feb,NA,Air Surface,Temperature,degC,1
"[-71.8167, -45.5167, 725]",PAGES2kv2,SAm-LagunaEscondida.Elbert.2013.lpd,Yvonne Hamann,lake sediment,inferred,surface temperature anomaly Sep-Feb,NA,Air Surface,Temperature,degC,1
"[-71.8167, -45.5167, 725]",PAGES2kv2,SAm-LagunaEscondida.Elbert.2013.lpd,Nicolas David Greber,lake sediment,inferred,surface temperature anomaly Sep-Feb,NA,Air Surface,Temperature,degC,1
"[-71.8167, -45.5167, 725]",PAGES2kv2,SAm-LagunaEscondida.Elbert.2013.lpd,Martin Grosjean,lake sediment,inferred,surface temperature anomaly Sep-Feb,NA,Air Surface,Temperature,degC,1
"[-4.3127, 36.2054, -1108]",Temp12k1_0_1,161_976.Martrat.2014.lpd,Belen Martrat,MarineSediment,inferred,SST_degC,NA,Sea Surface,Temperature,degC,1
"[-4.3127, 36.2054, -1108]",Temp12k1_0_1,161_976.Martrat.2014.lpd,Patricia Jimenez-Amat,MarineSediment,inferred,SST_degC,NA,Sea Surface,Temperature,degC,1
"[-4.3127, 36.2054, -1108]",Temp12k1_0_1,161_976.Martrat.2014.lpd,Rainer Zahn,MarineSediment,inferred,SST_degC,NA,Sea Surface,Temperature,degC,1
"[-4.3127, 36.2054, -1108]",Temp12k1_0_1,161_976.Martrat.2014.lpd,Joan O. Grimalt,MarineSediment,inferred,SST_degC,NA,Sea Surface,Temperature,degC,1
"[-65.1694, 10.7061, -892.6]",Temp12k1_0_1,165_1002C.Herbert.2000.lpd,T.D. Herbert,MarineSediment,inferred,SST_1_12_degC,NA,Sea Surface,Temperature,degC,1
"[-65.1694, 10.7061, -892.6]",Temp12k1_0_1,165_1002C.Herbert.2000.lpd,J.D. Schuffert,MarineSediment,inferred,SST_1_12_degC,NA,Sea Surface,Temperature,degC,1
"[172.5333, -40.9333, 1250]",Temp12k1_0_1,AdelaideTarn.Jara.2015.lpd,Ignacio A. Jara,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[172.5333, -40.9333, 1250]",Temp12k1_0_1,AdelaideTarn.Jara.2015.lpd,Rewi M. Newnham,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[172.5333, -40.9333, 1250]",Temp12k1_0_1,AdelaideTarn.Jara.2015.lpd,Marcus J. Vanderfoes,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[172.5333, -40.9333, 1250]",Temp12k1_0_1,AdelaideTarn.Jara.2015.lpd,Courtney R. Foster,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[172.5333, -40.9333, 1250]",Temp12k1_0_1,AdelaideTarn.Jara.2015.lpd,David J. Lowe,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[172.5333, -40.9333, 1250]",Temp12k1_0_1,AdelaideTarn.Jara.2015.lpd,Janet M. Wilmshurst,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[172.5333, -40.9333, 1250]",Temp12k1_0_1,AdelaideTarn.Jara.2015.lpd,Patricio I. Moreno,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[172.5333, -40.9333, 1250]",Temp12k1_0_1,AdelaideTarn.Jara.2015.lpd,James A. Renwick,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[172.5333, -40.9333, 1250]",Temp12k1_0_1,AdelaideTarn.Jara.2015.lpd,Aline M. Homes,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[172.5333, -40.9333, 1250]",Temp12k1_0_1,AdelaideTarn.Jara.2015.lpd,Ignacio A. Jara,LakeSediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[172.5333, -40.9333, 1250]",Temp12k1_0_1,AdelaideTarn.Jara.2015.lpd,Rewi M. Newnham,LakeSediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[172.5333, -40.9333, 1250]",Temp12k1_0_1,AdelaideTarn.Jara.2015.lpd,Marcus J. Vanderfoes,LakeSediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[172.5333, -40.9333, 1250]",Temp12k1_0_1,AdelaideTarn.Jara.2015.lpd,Courtney R. Foster,LakeSediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[172.5333, -40.9333, 1250]",Temp12k1_0_1,AdelaideTarn.Jara.2015.lpd,David J. Lowe,LakeSediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[172.5333, -40.9333, 1250]",Temp12k1_0_1,AdelaideTarn.Jara.2015.lpd,Janet M. Wilmshurst,LakeSediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[172.5333, -40.9333, 1250]",Temp12k1_0_1,AdelaideTarn.Jara.2015.lpd,Patricio I. Moreno,LakeSediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[172.5333, -40.9333, 1250]",Temp12k1_0_1,AdelaideTarn.Jara.2015.lpd,James A. Renwick,LakeSediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[172.5333, -40.9333, 1250]",Temp12k1_0_1,AdelaideTarn.Jara.2015.lpd,Aline M. Homes,LakeSediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-73.5, 80.67, 1730]",Temp12k1_0_1,Agassiz.Lecavalier.2017.lpd,Benoit S. Lecavalier,GlacierIce,inferred,2-sigma uncertainty,NA,NA,meltUncertaintyHigh,percent,NA
"[-73.5, 80.67, 1730]",Temp12k1_0_1,Agassiz.Lecavalier.2017.lpd,David A. Fisher,GlacierIce,inferred,2-sigma uncertainty,NA,NA,meltUncertaintyHigh,percent,NA
"[-73.5, 80.67, 1730]",Temp12k1_0_1,Agassiz.Lecavalier.2017.lpd,Glenn A. Milne,GlacierIce,inferred,2-sigma uncertainty,NA,NA,meltUncertaintyHigh,percent,NA
"[-73.5, 80.67, 1730]",Temp12k1_0_1,Agassiz.Lecavalier.2017.lpd,Bo M. Vinther,GlacierIce,inferred,2-sigma uncertainty,NA,NA,meltUncertaintyHigh,percent,NA
"[-73.5, 80.67, 1730]",Temp12k1_0_1,Agassiz.Lecavalier.2017.lpd,Lev Tarasov,GlacierIce,inferred,2-sigma uncertainty,NA,NA,meltUncertaintyHigh,percent,NA
"[-73.5, 80.67, 1730]",Temp12k1_0_1,Agassiz.Lecavalier.2017.lpd,Philippe Huybrechts,GlacierIce,inferred,2-sigma uncertainty,NA,NA,meltUncertaintyHigh,percent,NA
"[-73.5, 80.67, 1730]",Temp12k1_0_1,Agassiz.Lecavalier.2017.lpd,Denis Lacelle,GlacierIce,inferred,2-sigma uncertainty,NA,NA,meltUncertaintyHigh,percent,NA
"[-73.5, 80.67, 1730]",Temp12k1_0_1,Agassiz.Lecavalier.2017.lpd,Brittany Main,GlacierIce,inferred,2-sigma uncertainty,NA,NA,meltUncertaintyHigh,percent,NA
"[-73.5, 80.67, 1730]",Temp12k1_0_1,Agassiz.Lecavalier.2017.lpd,James Zheng,GlacierIce,inferred,2-sigma uncertainty,NA,NA,meltUncertaintyHigh,percent,NA
"[-73.5, 80.67, 1730]",Temp12k1_0_1,Agassiz.Lecavalier.2017.lpd,Jocelyne Bourgeois,GlacierIce,inferred,2-sigma uncertainty,NA,NA,meltUncertaintyHigh,percent,NA
"[-73.5, 80.67, 1730]",Temp12k1_0_1,Agassiz.Lecavalier.2017.lpd,Arthur S. Dyke,GlacierIce,inferred,2-sigma uncertainty,NA,NA,meltUncertaintyHigh,percent,NA
"[-73.5, 80.67, 1730]",Temp12k1_0_1,Agassiz.Lecavalier.2017.lpd,Benoit S. Lecavalier,GlacierIce,inferred,2-sigma uncertainty,NA,NA,meltUncertaintyLow,percent,NA
"[-73.5, 80.67, 1730]",Temp12k1_0_1,Agassiz.Lecavalier.2017.lpd,David A. Fisher,GlacierIce,inferred,2-sigma uncertainty,NA,NA,meltUncertaintyLow,percent,NA
"[-73.5, 80.67, 1730]",Temp12k1_0_1,Agassiz.Lecavalier.2017.lpd,Glenn A. Milne,GlacierIce,inferred,2-sigma uncertainty,NA,NA,meltUncertaintyLow,percent,NA
"[-73.5, 80.67, 1730]",Temp12k1_0_1,Agassiz.Lecavalier.2017.lpd,Bo M. Vinther,GlacierIce,inferred,2-sigma uncertainty,NA,NA,meltUncertaintyLow,percent,NA
"[-73.5, 80.67, 1730]",Temp12k1_0_1,Agassiz.Lecavalier.2017.lpd,Lev Tarasov,GlacierIce,inferred,2-sigma uncertainty,NA,NA,meltUncertaintyLow,percent,NA
"[-73.5, 80.67, 1730]",Temp12k1_0_1,Agassiz.Lecavalier.2017.lpd,Philippe Huybrechts,GlacierIce,inferred,2-sigma uncertainty,NA,NA,meltUncertaintyLow,percent,NA
"[-73.5, 80.67, 1730]",Temp12k1_0_1,Agassiz.Lecavalier.2017.lpd,Denis Lacelle,GlacierIce,inferred,2-sigma uncertainty,NA,NA,meltUncertaintyLow,percent,NA
"[-73.5, 80.67, 1730]",Temp12k1_0_1,Agassiz.Lecavalier.2017.lpd,Brittany Main,GlacierIce,inferred,2-sigma uncertainty,NA,NA,meltUncertaintyLow,percent,NA
"[-73.5, 80.67, 1730]",Temp12k1_0_1,Agassiz.Lecavalier.2017.lpd,James Zheng,GlacierIce,inferred,2-sigma uncertainty,NA,NA,meltUncertaintyLow,percent,NA
"[-73.5, 80.67, 1730]",Temp12k1_0_1,Agassiz.Lecavalier.2017.lpd,Jocelyne Bourgeois,GlacierIce,inferred,2-sigma uncertainty,NA,NA,meltUncertaintyLow,percent,NA
"[-73.5, 80.67, 1730]",Temp12k1_0_1,Agassiz.Lecavalier.2017.lpd,Arthur S. Dyke,GlacierIce,inferred,2-sigma uncertainty,NA,NA,meltUncertaintyLow,percent,NA
"[11.1167, 48, 533]",Temp12k1_0_1,Ammersee.vonGrafenstein.1996.lpd,Markus Czymzik,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[81.67, 32.75, 4427]",Temp12k1_0_1,AwengCo.Li.2017.lpd,Xiumei Li,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[81.67, 32.75, 4427]",Temp12k1_0_1,AwengCo.Li.2017.lpd,Mingda Wang,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[81.67, 32.75, 4427]",Temp12k1_0_1,AwengCo.Li.2017.lpd,Yuzhi Zhang,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[81.67, 32.75, 4427]",Temp12k1_0_1,AwengCo.Li.2017.lpd,Li Lei,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[81.67, 32.75, 4427]",Temp12k1_0_1,AwengCo.Li.2017.lpd,Juzhi Hou,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[81.67, 32.75, 4427]",Temp12k1_0_1,AwengCo.Li.2017.lpd,Xiumei Li,LakeSediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[81.67, 32.75, 4427]",Temp12k1_0_1,AwengCo.Li.2017.lpd,Mingda Wang,LakeSediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[81.67, 32.75, 4427]",Temp12k1_0_1,AwengCo.Li.2017.lpd,Yuzhi Zhang,LakeSediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[81.67, 32.75, 4427]",Temp12k1_0_1,AwengCo.Li.2017.lpd,Li Lei,LakeSediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[81.67, 32.75, 4427]",Temp12k1_0_1,AwengCo.Li.2017.lpd,Juzhi Hou,LakeSediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[81.67, 32.75, 4427]",Temp12k1_0_1,AwengCo.Li.2017.lpd,Xiumei Li,LakeSediment,inferred,NA,NA,Na,tempErrorPlus,degC,1
"[81.67, 32.75, 4427]",Temp12k1_0_1,AwengCo.Li.2017.lpd,Mingda Wang,LakeSediment,inferred,NA,NA,Na,tempErrorPlus,degC,1
"[81.67, 32.75, 4427]",Temp12k1_0_1,AwengCo.Li.2017.lpd,Yuzhi Zhang,LakeSediment,inferred,NA,NA,Na,tempErrorPlus,degC,1
"[81.67, 32.75, 4427]",Temp12k1_0_1,AwengCo.Li.2017.lpd,Li Lei,LakeSediment,inferred,NA,NA,Na,tempErrorPlus,degC,1
"[81.67, 32.75, 4427]",Temp12k1_0_1,AwengCo.Li.2017.lpd,Juzhi Hou,LakeSediment,inferred,NA,NA,Na,tempErrorPlus,degC,1
"[81.67, 32.75, 4427]",Temp12k1_0_1,AwengCo.Li.2017.lpd,Xiumei Li,LakeSediment,inferred,NA,NA,NA,uncertainty.temperature,degC,NA
"[81.67, 32.75, 4427]",Temp12k1_0_1,AwengCo.Li.2017.lpd,Mingda Wang,LakeSediment,inferred,NA,NA,NA,uncertainty.temperature,degC,NA
"[81.67, 32.75, 4427]",Temp12k1_0_1,AwengCo.Li.2017.lpd,Yuzhi Zhang,LakeSediment,inferred,NA,NA,NA,uncertainty.temperature,degC,NA
"[81.67, 32.75, 4427]",Temp12k1_0_1,AwengCo.Li.2017.lpd,Li Lei,LakeSediment,inferred,NA,NA,NA,uncertainty.temperature,degC,NA
"[81.67, 32.75, 4427]",Temp12k1_0_1,AwengCo.Li.2017.lpd,Juzhi Hou,LakeSediment,inferred,NA,NA,NA,uncertainty.temperature,degC,NA
"[-71.96, 42.08, 214]",Temp12k1_0_1,BloodPond.Marsicek.2013.lpd,Jeremiah P. Marsicek,LakeSediment,inferred,NA,NA,Precipitation Surface,precipitation,mm,1
"[-71.96, 42.08, 214]",Temp12k1_0_1,BloodPond.Marsicek.2013.lpd,Bryan Shuman,LakeSediment,inferred,NA,NA,Precipitation Surface,precipitation,mm,1
"[-71.96, 42.08, 214]",Temp12k1_0_1,BloodPond.Marsicek.2013.lpd,Simon Brewer,LakeSediment,inferred,NA,NA,Precipitation Surface,precipitation,mm,1
"[-71.96, 42.08, 214]",Temp12k1_0_1,BloodPond.Marsicek.2013.lpd,David R. Foster,LakeSediment,inferred,NA,NA,Precipitation Surface,precipitation,mm,1
"[-71.96, 42.08, 214]",Temp12k1_0_1,BloodPond.Marsicek.2013.lpd,W. Wyatt Oswald,LakeSediment,inferred,NA,NA,Precipitation Surface,precipitation,mm,1
"[-51.0333, 66.9875, 170]",Temp12k1_0_1,BrayaSo.vonGunten.2012.lpd,Lucien Von Gunten,LakeSediment,inferred,NA,NA,NA,Year,year ce,NA
"[-51.0333, 66.9875, 170]",Temp12k1_0_1,BrayaSo.vonGunten.2012.lpd,William J. D'Andrea,LakeSediment,inferred,NA,NA,NA,Year,year ce,NA
"[-51.0333, 66.9875, 170]",Temp12k1_0_1,BrayaSo.vonGunten.2012.lpd,Raymond S. Bradley,LakeSediment,inferred,NA,NA,NA,Year,year ce,NA
